,fecha,hora,co_la_boca,no2_la_boca,pm10_la_boca,fecha-hora,Flujo en Sentido A,Flujo en Sentido B,HORA,TEMP,HUM,PNM,DD,FF,weekday,dia de la semana
1555,3/6/2019,20,0.62,25,30,2019-03-06 20,2403,3281,20,27.4,80,1007.7,20,7,Wednesday,3
1556,3/6/2019,21,0.64,27,32,2019-03-06 21,1907,5,21,27.4,78,1007.9,50,7,Wednesday,3
1557,3/6/2019,22,0.66,25,33,2019-03-06 22,1482,0,22,26.7,85,1008.2,50,7,Wednesday,3
1558,3/6/2019,23,0.66,21,34,2019-03-06 23,1065,0,23,26.4,87,1007.9,50,11,Wednesday,3
1559,3/6/2019,24,0.67,21,35,2019-03-06 24,,,24,23.5,79,1015.3,110,15,Wednesday,3
1560,3/7/2019,1,0.67,21,35,2019-03-07 01,488,0,1,26.4,90,1007.1,50,6,Thursday,4
1561,3/7/2019,2,0.66,20,36,2019-03-07 02,307,0,2,26.2,88,1006.7,360,13,Thursday,4
1562,3/7/2019,3,0.61,21,36,2019-03-07 03,337,0,3,26.4,90,1007.3,360,9,Thursday,4
1563,3/7/2019,4,0.58,21,36,2019-03-07 04,707,118,4,26.2,84,1007.3,360,13,Thursday,4
1564,3/7/2019,5,0.55,19,36,2019-03-07 05,2028,1093,5,25.8,85,1006.9,340,9,Thursday,4
1565,3/7/2019,6,0.52,20,37,2019-03-07 06,3394,2106,6,25.9,83,1007.2,340,17,Thursday,4
1566,3/7/2019,7,0.53,22,37,2019-03-07 07,4587,3195,7,25.5,86,1007.7,340,15,Thursday,4
1567,3/7/2019,8,0.54,18,36,2019-03-07 08,4588,3533,8,25.5,85,1008.2,320,17,Thursday,4
1568,3/7/2019,9,0.57,20,36,2019-03-07 09,4098,3407,9,25.5,86,1008.1,340,17,Thursday,4
1569,3/7/2019,10,0.61,26,37,2019-03-07 10,3580,3520,10,26.9,82,1008,360,15,Thursday,4
1570,3/7/2019,11,0.64,24,37,2019-03-07 11,3540,3685,11,28.5,77,1008,360,15,Thursday,4
1571,3/7/2019,12,0.67,23,38,2019-03-07 12,3495,3783,12,28.6,78,1007.4,20,13,Thursday,4
1572,3/7/2019,13,0.69,22,39,2019-03-07 13,3575,3966,13,28.9,79,1007.1,50,11,Thursday,4
1573,3/7/2019,14,0.7,14,38,2019-03-07 14,3421,4371,14,29.3,80,1006.9,50,13,Thursday,4
1574,3/7/2019,15,0.68,13,38,2019-03-07 15,3456,4408,15,30.2,75,1005.4,50,11,Thursday,4
1575,3/7/2019,16,0.67,15,38,2019-03-07 16,3399,4741,16,29.5,78,1004.4,50,11,Thursday,4
1576,3/7/2019,17,0.65,17,39,2019-03-07 17,3487,4882,17,30.1,73,1004.1,50,13,Thursday,4
1577,3/7/2019,18,0.64,22,40,2019-03-07 18,3094,4329,18,29.8,74,1003.6,20,6,Thursday,4
1578,3/7/2019,19,0.61,18,41,2019-03-07 19,2206,3797,19,22.4,86,1008.3,200,17,Thursday,4
1579,3/7/2019,20,0.58,23,41,2019-03-07 20,2353,3710,20,20.5,95,1006.6,180,13,Thursday,4
1580,3/7/2019,21,0.54,23,39,2019-03-07 21,2006,3024,21,21.1,89,1007.6,110,17,Thursday,4
1581,3/7/2019,22,0.54,29,38,2019-03-07 22,1541,2250,22,20.8,91,1008.4,160,7,Thursday,4
1582,3/7/2019,23,0.53,23,37,2019-03-07 23,1107,1667,23,21.4,92,1009.8,250,15,Thursday,4
1583,3/7/2019,24,0.51,25,36,2019-03-07 24,,,24,26.3,87,1007.4,50,9,Thursday,4
1584,3/8/2019,1,0.49,29,36,2019-03-08 01,504,987,1,21.4,92,1010.8,250,6,Friday,5
1585,3/8/2019,2,0.45,31,35,2019-03-08 02,339,642,2,21,91,1010.6,200,4,Friday,5
1586,3/8/2019,3,0.42,22,35,2019-03-08 03,381,498,3,20.4,91,1011.1,200,7,Friday,5
1587,3/8/2019,4,0.41,13,34,2019-03-08 04,700,604,4,20.2,91,1012.4,200,9,Friday,5
1588,3/8/2019,5,0.4,14,34,2019-03-08 05,1954,1145,5,20,85,1013.1,180,17,Friday,5
1589,3/8/2019,6,0.38,15,33,2019-03-08 06,3499,2123,6,19.2,83,1013.2,160,17,Friday,5
1590,3/8/2019,7,0.35,16,32,2019-03-08 07,4506,3158,7,18.6,75,1013.5,180,22,Friday,5
1591,3/8/2019,8,0.33,14,31,2019-03-08 08,4648,3350,8,17.8,81,1015.3,160,19,Friday,5
1592,3/8/2019,9,0.31,12,30,2019-03-08 09,3994,3425,9,18,77,1017.1,160,22,Friday,5
1593,3/8/2019,10,0.29,10,29,2019-03-08 10,3732,3441,10,18.4,72,1017.9,160,22,Friday,5
1594,3/8/2019,11,0.27,11,27,2019-03-08 11,3547,3823,11,19.3,65,1019.7,160,20,Friday,5
1595,3/8/2019,12,0.25,11,26,2019-03-08 12,3419,3793,12,20.2,60,1020.2,180,19,Friday,5
1596,3/8/2019,13,0.24,9,24,2019-03-08 13,3621,4047,13,21.2,51,1020.4,160,22,Friday,5
1597,3/8/2019,14,0.23,10,24,2019-03-08 14,3482,4258,14,21.4,52,1020.6,140,24,Friday,5
1598,3/8/2019,15,0.21,11,23,2019-03-08 15,3489,4365,15,22.1,47,1020.5,140,24,Friday,5
1599,3/8/2019,16,0.2,12,22,2019-03-08 16,3069,4285,16,22.2,45,1021,140,19,Friday,5
1600,3/8/2019,17,0.19,11,21,2019-03-08 17,2920,3756,17,21.4,46,1021.4,160,20,Friday,5
1601,3/8/2019,18,0.18,15,20,2019-03-08 18,2682,3069,18,20.2,41,1022.4,140,22,Friday,5
1602,3/8/2019,19,0.17,20,18,2019-03-08 19,2390,2630,19,19.4,41,1023.1,140,26,Friday,5
1603,3/8/2019,20,0.17,21,17,2019-03-08 20,2656,2866,20,18,49,1024.2,140,28,Friday,5
1604,3/8/2019,21,0.16,21,18,2019-03-08 21,2510,3098,21,17.2,52,1024.4,140,28,Friday,5
1605,3/8/2019,22,0.16,22,18,2019-03-08 22,1964,3308,22,16.4,51,1025,140,26,Friday,5
1606,3/8/2019,23,0.16,24,19,2019-03-08 23,1617,2209,23,16.2,53,1025.7,140,19,Friday,5
1607,3/8/2019,24,0.17,19,19,2019-03-08 24,,,24,21.6,91,1009.6,110,4,Friday,5
1608,3/9/2019,1,0.18,17,20,2019-03-09 01,1192,1895,1,14.8,57,1026.1,160,22,Saturday,6
1609,3/9/2019,2,0.19,13,20,2019-03-09 02,865,1406,2,14.2,58,1026.1,150,19,Saturday,6
1610,3/9/2019,3,0.2,9,20,2019-03-09 03,664,1021,3,13.6,58,1026.7,150,19,Saturday,6
1611,3/9/2019,4,0.21,12,20,2019-03-09 04,786,914,4,13.2,59,1026.3,160,17,Saturday,6
1612,3/9/2019,5,0.22,18,21,2019-03-09 05,1562,1132,5,13.1,61,1026.5,160,17,Saturday,6
1613,3/9/2019,6,0.22,27,20,2019-03-09 06,2017,1565,6,13.1,61,1026.6,160,17,Saturday,6
1614,3/9/2019,7,0.23,32,21,2019-03-09 07,2488,1863,7,13.2,60,1027.3,160,13,Saturday,6
1615,3/9/2019,8,0.25,23,21,2019-03-09 08,3064,2188,8,13.7,59,1027.6,160,20,Saturday,6
1616,3/9/2019,9,0.25,17,21,2019-03-09 09,2999,2452,9,15.1,57,1027.5,180,15,Saturday,6
1617,3/9/2019,10,0.25,16,21,2019-03-09 10,2987,2929,10,16.8,56,1027.9,160,15,Saturday,6
1618,3/9/2019,11,0.26,14,21,2019-03-09 11,3084,3154,11,18,56,1028.1,160,15,Saturday,6
1619,3/9/2019,12,0.27,14,21,2019-03-09 12,3069,3618,12,19.9,54,1027.7,160,13,Saturday,6
1620,3/9/2019,13,0.29,15,22,2019-03-09 13,2955,3805,13,21,52,1027.3,140,19,Saturday,6
1621,3/9/2019,14,0.31,18,22,2019-03-09 14,2697,3515,14,21.3,52,1027.2,110,22,Saturday,6
1622,3/9/2019,15,0.32,15,23,2019-03-09 15,2627,3165,15,21.2,54,1026.6,110,19,Saturday,6
1623,3/9/2019,16,0.33,15,23,2019-03-09 16,2722,3267,16,21.4,58,1026,110,19,Saturday,6
1624,3/9/2019,17,0.35,16,24,2019-03-09 17,2719,3309,17,20.7,61,1026,110,22,Saturday,6
1625,3/9/2019,18,0.37,15,24,2019-03-09 18,2707,3605,18,20.6,62,1025.9,110,24,Saturday,6
1626,3/9/2019,19,0.39,16,24,2019-03-09 19,2772,4182,19,20,60,1025.7,110,28,Saturday,6
1627,3/9/2019,20,0.39,21,23,2019-03-09 20,3124,4638,20,19.2,61,1025.8,140,19,Saturday,6
1628,3/9/2019,21,0.4,23,23,2019-03-09 21,2916,3306,21,19.2,57,1026.8,140,22,Saturday,6
1629,3/9/2019,22,0.4,27,23,2019-03-09 22,1976,2421,22,18.8,67,1027.1,140,19,Saturday,6
1630,3/9/2019,23,0.41,28,23,2019-03-09 23,2894,2069,23,19.1,66,1027,160,17,Saturday,6
1631,3/9/2019,24,0.42,29,23,2019-03-09 24,,,24,15.2,61,1026.1,140,20,Saturday,6
1632,3/10/2019,1,0.41,24,23,2019-03-10 01,1794,2282,1,18.8,63,1026.8,140,13,Sunday,7
1633,3/10/2019,2,0.4,28,23,2019-03-10 02,1319,1789,2,18.7,63,1026.7,160,7,Sunday,7
1634,3/10/2019,3,0.39,29,24,2019-03-10 03,924,1389,3,19.7,60,1026.6,70,20,Sunday,7
1635,3/10/2019,4,0.4,31,26,2019-03-10 04,830,1165,4,18.8,63,1026.3,110,13,Sunday,7
1636,3/10/2019,5,0.4,29,26,2019-03-10 05,1286,1134,5,18,70,1026.1,160,4,Sunday,7
1637,3/10/2019,6,0.39,27,25,2019-03-10 06,1252,1362,6,17.9,72,1026.7,200,6,Sunday,7
1638,3/10/2019,7,0.38,25,25,2019-03-10 07,1208,1347,7,17.9,71,1026.8,200,4,Sunday,7
1639,3/10/2019,8,0.37,25,25,2019-03-10 08,1243,1032,8,18.3,70,1027.1,180,4,Sunday,7
1640,3/10/2019,9,0.37,23,25,2019-03-10 09,1460,1216,9,19.5,65,1027.1,140,7,Sunday,7
1641,3/10/2019,10,0.37,22,25,2019-03-10 10,1704,1495,10,21.7,53,1027.1,90,19,Sunday,7
1642,3/10/2019,11,0.35,14,24,2019-03-10 11,2103,2035,11,21.7,51,1027.2,90,17,Sunday,7
1643,3/10/2019,12,0.34,14,24,2019-03-10 12,2410,2649,12,21.5,51,1027,90,17,Sunday,7
1644,3/10/2019,13,0.32,11,23,2019-03-10 13,2316,2544,13,22.3,50,1026.5,90,19,Sunday,7
1645,3/10/2019,14,0.31,11,23,2019-03-10 14,2168,2184,14,21.9,54,1025.9,90,19,Sunday,7
1646,3/10/2019,15,0.3,10,22,2019-03-10 15,2407,2305,15,21.9,53,1025,110,19,Sunday,7
1647,3/10/2019,16,0.29,14,22,2019-03-10 16,2641,2799,16,22.5,54,1024.1,110,22,Sunday,7
1648,3/10/2019,17,0.3,13,22,2019-03-10 17,2818,3570,17,22.3,54,1023.6,110,22,Sunday,7
1649,3/10/2019,18,0.3,16,22,2019-03-10 18,2728,4932,18,21.6,57,1023.5,110,22,Sunday,7
1650,3/10/2019,19,0.32,21,22,2019-03-10 19,2920,3712,19,20.8,62,1023.5,110,22,Sunday,7
1651,3/10/2019,20,0.34,20,22,2019-03-10 20,2917,3185,20,19.9,67,1023.3,110,26,Sunday,7
1652,3/10/2019,21,0.35,20,22,2019-03-10 21,3858,8,21,19.9,69,1023.3,110,31,Sunday,7
1653,3/10/2019,22,0.35,21,22,2019-03-10 22,2181,3,22,20.1,70,1023.5,110,31,Sunday,7
1654,3/10/2019,23,0.36,19,21,2019-03-10 23,1357,3,23,20.4,73,1023.5,110,28,Sunday,7
1655,3/10/2019,24,0.36,19,21,2019-03-10 24,,,24,18.9,64,1027,160,19,Sunday,7
1656,3/11/2019,1,0.36,17,21,2019-03-11 01,458,1,1,19.9,70,1022.9,90,26,Monday,1
1657,3/11/2019,2,0.35,12,21,2019-03-11 02,314,0,2,19.5,70,1022.3,50,28,Monday,1
1658,3/11/2019,3,0.34,9,20,2019-03-11 03,362,0,3,19.2,75,1021.4,50,30,Monday,1
1659,3/11/2019,4,0.32,11,18,2019-03-11 04,692,19,4,19.3,73,1021.4,50,24,Monday,1
1660,3/11/2019,5,0.31,13,18,2019-03-11 05,1980,983,5,19.4,73,1021.5,20,22,Monday,1
1661,3/11/2019,6,0.31,15,18,2019-03-11 06,3403,2050,6,19.3,75,1021.7,20,22,Monday,1
1662,3/11/2019,7,0.32,15,19,2019-03-11 07,4693,3331,7,19.1,75,1021.6,50,19,Monday,1
1663,3/11/2019,8,0.33,16,19,2019-03-11 08,4708,3624,8,19.6,73,1021.7,50,20,Monday,1
1664,3/11/2019,9,0.34,15,20,2019-03-11 09,4052,3487,9,20.2,70,1021.8,50,20,Monday,1
1665,3/11/2019,10,0.36,15,21,2019-03-11 10,3559,3447,10,20.8,70,1021.7,50,22,Monday,1
1666,3/11/2019,11,0.37,13,22,2019-03-11 11,3371,3769,11,21.3,67,1021.3,70,22,Monday,1
1667,3/11/2019,12,0.38,12,22,2019-03-11 12,3345,3822,12,22.4,60,1020.8,50,19,Monday,1
1668,3/11/2019,13,0.39,12,23,2019-03-11 13,3470,4045,13,22.3,60,1020.6,50,13,Monday,1
1669,3/11/2019,14,0.39,12,23,2019-03-11 14,3341,4161,14,23.2,57,1019.5,70,13,Monday,1
1670,3/11/2019,15,0.39,15,24,2019-03-11 15,3329,4365,15,22.8,58,1018.7,70,9,Monday,1
1671,3/11/2019,16,0.39,13,24,2019-03-11 16,3309,4621,16,22.8,58,1017.5,140,15,Monday,1
1672,3/11/2019,17,0.38,15,23,2019-03-11 17,3535,4901,17,22.4,60,1017.2,110,17,Monday,1
1673,3/11/2019,18,0.39,22,24,2019-03-11 18,3051,4744,18,22.3,60,1017,140,17,Monday,1
1674,3/11/2019,19,0.41,25,23,2019-03-11 19,2470,4502,19,21.3,67,1016.8,110,20,Monday,1
1675,3/11/2019,20,0.45,29,23,2019-03-11 20,2233,2798,20,21.1,73,1016.7,110,24,Monday,1
1676,3/11/2019,21,0.45,28,23,2019-03-11 21,1822,11,21,21.1,73,1016.6,110,28,Monday,1
1677,3/11/2019,22,0.46,28,23,2019-03-11 22,1346,3,22,21.2,77,1016.2,140,19,Monday,1
1678,3/11/2019,23,0.46,23,24,2019-03-11 23,898,1,23,21.6,82,1015.9,110,30,Monday,1
1679,3/11/2019,24,0.45,22,24,2019-03-11 24,,,24,20.3,72,1023.3,90,22,Monday,1
1680,3/12/2019,1,0.45,19,24,2019-03-12 01,394,2,1,22.3,75,1015.5,90,24,Tuesday,2
1681,3/12/2019,2,0.43,14,24,2019-03-12 02,280,3,2,21.7,77,1015.1,70,22,Tuesday,2
1682,3/12/2019,3,0.4,13,24,2019-03-12 03,334,275,3,20.2,87,1014.7,50,11,Tuesday,2
1683,3/12/2019,4,0.37,16,24,2019-03-12 04,638,470,4,20.2,86,1014,50,9,Tuesday,2
1684,3/12/2019,5,0.36,17,24,2019-03-12 05,1867,1064,5,19.4,92,1013.9,230,4,Tuesday,2
1685,3/12/2019,6,0.37,24,24,2019-03-12 06,3345,2059,6,19.5,95,1013.7,230,4,Tuesday,2
1686,3/12/2019,7,0.38,19,24,2019-03-12 07,4277,2978,7,19.3,96,1013.4,230,4,Tuesday,2
1687,3/12/2019,8,0.4,18,23,2019-03-12 08,4203,3279,8,19.2,96,1013.4,160,7,Tuesday,2
1688,3/12/2019,9,0.44,20,22,2019-03-12 09,4025,3338,9,19.3,94,1013.3,200,6,Tuesday,2
1689,3/12/2019,10,0.47,19,21,2019-03-12 10,3191,3071,10,19.7,89,1013.4,200,6,Tuesday,2
1690,3/12/2019,11,0.5,18,21,2019-03-12 11,3314,3551,11,19.5,93,1013,200,7,Tuesday,2
1691,3/12/2019,12,0.52,,21,2019-03-12 12,3212,3658,12,21.1,88,1012.7,200,6,Tuesday,2
1692,3/12/2019,13,0.57,14,21,2019-03-12 13,3602,3858,13,20.4,90,1012.4,160,6,Tuesday,2
1693,3/12/2019,14,0.61,18,21,2019-03-12 14,3490,4118,14,21.2,90,1011.8,200,4,Tuesday,2
1694,3/12/2019,15,0.63,19,21,2019-03-12 15,3369,4412,15,21.8,80,1011.2,320,4,Tuesday,2
1695,3/12/2019,16,0.64,22,21,2019-03-12 16,3233,4704,16,21.9,82,1010.6,250,4,Tuesday,2
1696,3/12/2019,17,0.62,23,21,2019-03-12 17,3168,3867,17,21.9,80,1010.3,230,7,Tuesday,2
1697,3/12/2019,18,0.61,30,21,2019-03-12 18,2488,3276,18,19.5,84,1010.9,230,15,Tuesday,2
1698,3/12/2019,19,0.6,26,20,2019-03-12 19,2307,4345,19,19.6,75,1010.7,200,11,Tuesday,2
1699,3/12/2019,20,0.59,26,19,2019-03-12 20,2227,3553,20,19.5,85,1010.7,200,7,Tuesday,2
1700,3/12/2019,21,0.57,27,18,2019-03-12 21,3784,525,21,19.2,85,1011.2,990,4,Tuesday,2
1701,3/12/2019,22,0.58,26,18,2019-03-12 22,1882,6,22,18.9,88,1011.6,200,7,Tuesday,2
1702,3/12/2019,23,0.58,20,18,2019-03-12 23,1243,3,23,18.8,88,1011.3,230,7,Tuesday,2
1703,3/12/2019,24,0.57,24,17,2019-03-12 24,,,24,21.8,82,1015.5,110,26,Tuesday,2
1704,3/13/2019,1,0.53,23,17,2019-03-13 01,403,0,1,19,89,1011.7,200,7,Wednesday,3
1705,3/13/2019,2,0.5,22,17,2019-03-13 02,311,0,2,18.9,88,1011.6,200,6,Wednesday,3
1706,3/13/2019,3,0.46,14,16,2019-03-13 03,330,0,3,18.8,88,1011.4,200,9,Wednesday,3
1707,3/13/2019,4,0.42,14,16,2019-03-13 04,705,227,4,18.5,88,1011.3,200,7,Wednesday,3
1708,3/13/2019,5,0.39,15,16,2019-03-13 05,1965,1132,5,18.3,89,1011.1,200,7,Wednesday,3
1709,3/13/2019,6,0.33,21,15,2019-03-13 06,3497,2170,6,18,90,1011.5,200,13,Wednesday,3
1710,3/13/2019,7,0.3,23,16,2019-03-13 07,4804,3256,7,17.6,88,1011.7,230,11,Wednesday,3
1711,3/13/2019,8,0.28,19,16,2019-03-13 08,4673,3488,8,17.7,88,1012.3,230,7,Wednesday,3
1712,3/13/2019,9,0.3,16,16,2019-03-13 09,3926,3544,9,18.5,85,1012.6,230,9,Wednesday,3
1713,3/13/2019,10,0.31,21,16,2019-03-13 10,3543,3418,10,19,83,1012.7,200,11,Wednesday,3
1714,3/13/2019,11,0.32,27,16,2019-03-13 11,3408,3743,11,20,76,1012.7,230,9,Wednesday,3
1715,3/13/2019,12,0.32,23,15,2019-03-13 12,3493,3927,12,21.8,66,1012.6,200,9,Wednesday,3
1716,3/13/2019,13,0.32,24,15,2019-03-13 13,3672,3875,13,22.7,63,1012.2,200,9,Wednesday,3
1717,3/13/2019,14,0.32,26,14,2019-03-13 14,3554,4260,14,22.4,62,1012.4,200,9,Wednesday,3
1718,3/13/2019,15,0.31,26,14,2019-03-13 15,3447,4509,15,23.8,58,1011.5,230,11,Wednesday,3
1719,3/13/2019,16,0.29,26,15,2019-03-13 16,3410,4823,16,24.1,54,1011.2,200,11,Wednesday,3
1720,3/13/2019,17,0.28,27,14,2019-03-13 17,3575,4722,17,24,56,1010.9,200,9,Wednesday,3
1721,3/13/2019,18,0.27,26,14,2019-03-13 18,3134,4671,18,23.4,58,1011.1,200,9,Wednesday,3
1722,3/13/2019,19,0.27,28,15,2019-03-13 19,2607,4377,19,23.5,59,1011.3,180,9,Wednesday,3
1723,3/13/2019,20,0.27,27,16,2019-03-13 20,2502,3802,20,22.5,64,1011.9,180,9,Wednesday,3
1724,3/13/2019,21,0.27,26,17,2019-03-13 21,2077,479,21,21.6,69,1012.5,180,11,Wednesday,3
1725,3/13/2019,22,0.28,27,17,2019-03-13 22,1526,0,22,20.9,74,1012.9,180,9,Wednesday,3
1726,3/13/2019,23,0.29,28,18,2019-03-13 23,1074,1,23,20.3,75,1013.3,180,11,Wednesday,3
1727,3/13/2019,24,0.29,28,19,2019-03-13 24,,,24,18.8,89,1011.7,200,7,Wednesday,3
1728,3/14/2019,1,0.3,24,19,2019-03-14 01,477,1,1,19.4,83,1013.2,180,9,Thursday,4
1729,3/14/2019,2,0.3,22,20,2019-03-14 02,299,0,2,18.8,88,1013.3,180,9,Thursday,4
1730,3/14/2019,3,0.3,23,20,2019-03-14 03,344,0,3,18.5,87,1013.4,180,6,Thursday,4
1731,3/14/2019,4,0.29,17,21,2019-03-14 04,695,6,4,18.1,88,1013.4,180,7,Thursday,4
1732,3/14/2019,5,0.29,13,22,2019-03-14 05,1990,1069,5,17.7,89,1013.5,180,4,Thursday,4
1733,3/14/2019,6,0.28,17,22,2019-03-14 06,3599,2200,6,17.1,90,1013.7,200,9,Thursday,4
1734,3/14/2019,7,0.28,25,23,2019-03-14 07,4909,3363,7,16.7,91,1014.4,200,7,Thursday,4
1735,3/14/2019,8,0.29,22,23,2019-03-14 08,4695,3487,8,17.7,87,1015.1,200,7,Thursday,4
1736,3/14/2019,9,0.29,21,23,2019-03-14 09,3952,3412,9,18.4,82,1015.6,180,9,Thursday,4
1737,3/14/2019,10,0.3,23,23,2019-03-14 10,2843,3140,10,20,77,1016,200,9,Thursday,4
1738,3/14/2019,11,0.31,27,23,2019-03-14 11,2177,2904,11,21.6,72,1016.2,200,11,Thursday,4
1739,3/14/2019,12,0.31,26,24,2019-03-14 12,1697,2927,12,22.5,66,1015.9,200,11,Thursday,4
1740,3/14/2019,13,0.32,28,24,2019-03-14 13,1708,3043,13,23.9,60,1015.6,200,7,Thursday,4
1741,3/14/2019,14,0.32,24,24,2019-03-14 14,1885,3254,14,24.6,60,1015.1,990,4,Thursday,4
1742,3/14/2019,15,0.31,21,24,2019-03-14 15,1809,1300,15,26.6,52,1014.5,990,9,Thursday,4
1743,3/14/2019,16,0.32,20,24,2019-03-14 16,2297,2414,16,24.3,68,1014.2,20,11,Thursday,4
1744,3/14/2019,17,0.33,20,24,2019-03-14 17,3295,4255,17,24,69,1014,50,9,Thursday,4
1745,3/14/2019,18,0.36,21,25,2019-03-14 18,2968,4833,18,23.3,72,1014.2,360,9,Thursday,4
1746,3/14/2019,19,0.39,21,27,2019-03-14 19,2557,4077,19,22.7,75,1014.5,50,7,Thursday,4
1747,3/14/2019,20,0.43,22,28,2019-03-14 20,2666,3631,20,21.9,78,1014.5,90,11,Thursday,4
1748,3/14/2019,21,0.45,19,29,2019-03-14 21,2202,2961,21,21.9,82,1015.1,90,13,Thursday,4
1749,3/14/2019,22,0.46,14,29,2019-03-14 22,1641,2481,22,22,86,1015.7,110,11,Thursday,4
1750,3/14/2019,23,0.47,14,29,2019-03-14 23,1192,1862,23,21.5,84,1015.8,110,19,Thursday,4
1751,3/14/2019,24,0.46,18,29,2019-03-14 24,,,24,19.9,80,1012.9,160,13,Thursday,4
1752,3/15/2019,1,0.45,22,29,2019-03-15 01,615,1184,1,20.8,88,1016.4,0,0,Friday,5
1753,3/15/2019,2,0.42,22,29,2019-03-15 02,433,752,2,20.8,87,1016.4,140,7,Friday,5
1754,3/15/2019,3,0.4,23,29,2019-03-15 03,363,593,3,20.6,89,1016.4,160,4,Friday,5
1755,3/15/2019,4,0.38,22,29,2019-03-15 04,741,604,4,20.3,91,1016.4,180,6,Friday,5
1756,3/15/2019,5,0.36,20,29,2019-03-15 05,2012,1120,5,20.3,92,1016.4,200,4,Friday,5
1757,3/15/2019,6,0.36,19,29,2019-03-15 06,3555,2190,6,20.2,92,1016.6,200,4,Friday,5
1758,3/15/2019,7,0.38,13,29,2019-03-15 07,4737,3291,7,20.2,92,1017.2,200,6,Friday,5
1759,3/15/2019,8,0.41,12,29,2019-03-15 08,4682,3560,8,21.1,88,1017.2,160,7,Friday,5
1760,3/15/2019,9,0.43,11,29,2019-03-15 09,4299,3389,9,21.4,89,1017.5,160,9,Friday,5
1761,3/15/2019,10,0.44,18,30,2019-03-15 10,3719,3410,10,22.8,85,1017.5,110,24,Friday,5
1762,3/15/2019,11,0.43,21,30,2019-03-15 11,3855,3852,11,23.7,82,1018,110,26,Friday,5
1763,3/15/2019,12,0.43,22,30,2019-03-15 12,3649,4028,12,22.6,84,1017.7,110,35,Friday,5
1764,3/15/2019,13,0.44,19,30,2019-03-15 13,3849,4202,13,23.8,80,1018.2,110,30,Friday,5
1765,3/15/2019,14,0.44,20,30,2019-03-15 14,3833,4525,14,24.2,80,1017.2,110,33,Friday,5
1766,3/15/2019,15,0.43,19,30,2019-03-15 15,3695,4836,15,23.6,81,1016.8,110,33,Friday,5
1767,3/15/2019,16,0.42,18,30,2019-03-15 16,3532,5162,16,23.2,83,1016.5,110,31,Friday,5
1768,3/15/2019,17,0.41,22,30,2019-03-15 17,3498,5063,17,23,81,1016.3,110,30,Friday,5
1769,3/15/2019,18,0.41,23,29,2019-03-15 18,3175,4706,18,22.8,84,1016,110,30,Friday,5
1770,3/15/2019,19,0.42,25,28,2019-03-15 19,2754,3483,19,22.8,84,1016,110,31,Friday,5
1771,3/15/2019,20,0.44,24,27,2019-03-15 20,3110,3736,20,22.2,88,1016.7,110,24,Friday,5
1772,3/15/2019,21,0.45,19,26,2019-03-15 21,2831,3418,21,22.2,86,1016.7,110,30,Friday,5
1773,3/15/2019,22,0.44,20,26,2019-03-15 22,2047,2860,22,22.6,88,1016.7,110,24,Friday,5
1774,3/15/2019,23,0.44,19,25,2019-03-15 23,1662,2159,23,22.7,87,1016.7,90,26,Friday,5
1775,3/15/2019,24,0.43,20,25,2019-03-15 24,,,24,21,86,1016.3,110,13,Friday,5
1776,3/16/2019,1,0.41,20,24,2019-03-16 01,1282,1860,1,22.6,86,1016.7,90,26,Saturday,6
1777,3/16/2019,2,0.4,20,23,2019-03-16 02,912,1478,2,22.2,85,1016.3,90,24,Saturday,6
1778,3/16/2019,3,0.39,17,23,2019-03-16 03,695,1155,3,22,87,1015.9,90,22,Saturday,6
1779,3/16/2019,4,0.37,18,22,2019-03-16 04,785,978,4,22,87,1015.7,90,28,Saturday,6
1780,3/16/2019,5,0.35,16,22,2019-03-16 05,1568,1116,5,22.2,85,1016.1,90,19,Saturday,6
1781,3/16/2019,6,0.35,13,21,2019-03-16 06,2063,1715,6,22.3,86,1016.4,50,17,Saturday,6
1782,3/16/2019,7,0.36,15,21,2019-03-16 07,2720,1974,7,22.2,87,1016.8,50,15,Saturday,6
1783,3/16/2019,8,0.36,14,21,2019-03-16 08,3434,2362,8,22.4,84,1017.5,50,13,Saturday,6
1784,3/16/2019,9,0.37,15,20,2019-03-16 09,3630,2556,9,22.7,82,1017.6,50,15,Saturday,6
1785,3/16/2019,10,0.37,14,19,2019-03-16 10,3623,3160,10,23,81,1017.4,50,15,Saturday,6
1786,3/16/2019,11,0.38,15,19,2019-03-16 11,3602,3818,11,23.5,79,1017.7,70,15,Saturday,6
1787,3/16/2019,12,0.39,13,19,2019-03-16 12,3571,4460,12,24.6,74,1017.1,70,15,Saturday,6
1788,3/16/2019,13,0.42,16,19,2019-03-16 13,3585,4509,13,24.7,74,1016.3,90,15,Saturday,6
1789,3/16/2019,14,0.44,16,19,2019-03-16 14,3328,4106,14,25,75,1016.3,90,17,Saturday,6
1790,3/16/2019,15,0.47,17,18,2019-03-16 15,3206,3873,15,24,79,1015.7,90,20,Saturday,6
1791,3/16/2019,16,0.49,17,18,2019-03-16 16,3214,4036,16,24.4,81,1015.2,110,19,Saturday,6
1792,3/16/2019,17,0.5,17,19,2019-03-16 17,3211,4537,17,24,82,1015.2,110,17,Saturday,6
1793,3/16/2019,18,0.52,17,19,2019-03-16 18,2841,3181,18,23.5,88,1015.1,140,19,Saturday,6
